Supplier_ID,Supplier_Name,Product,Description,Price,City,Latitude,Longitude
SUP81810,Inno Zone,Fan 140mm Case,140mm Silent Case Fan PWM 4-Pin 1200RPM High Airflow,1283.58,Coimbatore,11.012625,76.960362
SUP47056,Inno Traders,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,3948.42,Rajkot,22.348046,70.79081
SUP70332,Nova Suppliers,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,942.21,Bhopal,23.306019,77.453135
SUP25713,Nexus Enterprises,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,7569.97,Surat,21.139779,72.788036
SUP27601,Star Traders,SSD 512GB SATA,512GB 2.5-inch SATA III Solid State Drive,3931.22,Kanpur,26.409978,80.283722
SUP71694,Apex Enterprises,SSD 256GB SATA,256GB 2.5-inch SATA III Solid State Drive,2426.85,Bhopal,23.219344,77.430901
SUP69638,Elite Components,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,3728.5,Surat,21.127319,72.812998
SUP72746,Inno Systems,RAM Laptop 8GB,8GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,2391.12,Nashik,20.031988,73.742127
SUP67912,Orbit Works,Fan 140mm Case,140mm Silent Case Fan PWM 4-Pin 1200RPM High Airflow,1420.61,Nagpur,21.177247,79.066385
SUP86225,Nova Electronics,RAM DDR5 16GB,16GB DDR5 4800MHz DIMM Next-Gen Memory Module,6798.93,Noida,28.497316,77.410674
SUP39045,Core Works,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,2376.48,Noida,28.548394,77.428747
SUP30028,Prime Traders,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,981.03,Agra,27.200207,78.038448
SUP26361,Core Traders,"HDD 1TB 3.5""",1TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,4121.93,Delhi,28.592103,77.176744
SUP38361,Swift Suppliers,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,3879.48,Gurugram,28.484561,77.057283
SUP61116,Cyber Parts,RAM DDR5 16GB,16GB DDR5 4800MHz DIMM Next-Gen Memory Module,5990.97,Kochi,9.980251,76.258562
SUP99065,Orbit Systems,WiFi Card PCIe,PCIe WiFi 6 AX3000 Dual-Band Wireless Network Adapter Bluetooth 5.2,2806.87,Bhopal,23.247102,77.440241
SUP79514,Tech Hub,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,13507.62,Pune,18.50448,73.899776
SUP27146,Star Distributors,Cabinet Mid Tower,Mid-Tower ATX PC Case with Tempered Glass Side Panel,6555.04,Nagpur,21.181641,79.081099
SUP57400,Nexus Enterprises,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,2669.3,Delhi,28.638987,77.234454
SUP78522,Rapid Zone,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,807.03,Lucknow,26.807012,80.986455
SUP17665,Nexus Works,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,1336.72,Surat,21.170725,72.863746
SUP10350,Cyber Electronics,Cabinet Mid Tower,Mid-Tower ATX PC Case with Tempered Glass Side Panel,3866.76,Rajkot,22.285905,70.841752
SUP61645,Nexus Hub,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,3585.81,Thiruvananthapuram,8.51302,76.887684
SUP13804,Core Systems,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,15975.21,Kochi,9.971738,76.226429
SUP56566,Prime Depot,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,626.01,Bengaluru,12.953531,77.639606
SUP41635,Cyber Electronics,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,16350.58,Noida,28.580561,77.398344
SUP45954,Digital Solutions,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,2351.16,Gurugram,28.472684,77.021445
SUP99733,Rapid Mart,Laptop Battery 4400mAh,Generic Replacement Laptop Battery 14.4V 4400mAh Li-ion,2173.83,Bengaluru,12.950921,77.577466
SUP76307,Star Distributors,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,9853.2,Kanpur,26.467152,80.357137
SUP95180,Nova Electronics,PCIe Riser Card,PCIe x16 to x1 Riser Extension Cable 20cm Flexible,553.6,Kolkata,22.601758,88.392862
SUP74686,Micro Tech,SSD 512GB SATA,512GB 2.5-inch SATA III Solid State Drive,3887.38,Hyderabad,17.344121,78.486142
SUP56507,Star Systems,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1725.05,Noida,28.491256,77.395953
SUP45954,Digital Solutions,WiFi Card PCIe,PCIe WiFi 6 AX3000 Dual-Band Wireless Network Adapter Bluetooth 5.2,1594.37,Gurugram,28.453653,77.06537
SUP44179,Prime Depot,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,526.03,Lucknow,26.831792,80.907907
SUP93748,Zenith Hub,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,2087.98,Pune,18.484699,73.882851
SUP46655,Sigma Works,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,881.44,Noida,28.547322,77.351112
SUP23473,Nova Tech,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,2023.3,Indore,22.678011,75.877797
SUP53025,Star Mart,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,162.28,Bhopal,23.217176,77.444786
SUP96511,Prime Components,Optical Drive DVD,Internal SATA DVD-RW Optical Drive 24x Read/Write,1163.09,Bhopal,23.280524,77.370735
SUP82544,Zenith Systems,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,1403.97,Noida,28.493984,77.439664
SUP95180,Nova Electronics,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,2410.12,Kolkata,22.560027,88.350964
SUP99065,Orbit Systems,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,12668.74,Bhopal,23.29118,77.457325
SUP32810,Sigma Hub,Mouse Gaming,Gaming Mouse 6400 DPI Optical RGB 7-Button Programmable,3408.92,Patna,25.6427,85.162938
SUP35242,Rapid Traders,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,383.04,Gurugram,28.447126,76.98495
SUP71213,Digital Depot,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,2961.18,Jaipur,26.940115,75.79314
SUP27601,Star Traders,"HDD 1TB 3.5""",1TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,3922.8,Kanpur,26.442322,80.372535
SUP97062,Rapid Hub,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,8503.25,Patna,25.55522,85.136863
SUP31174,Orbit Tech,SATA Cable,SATA III 6Gbps Data Cable 50cm Right Angle Connector,233.9,Pune,18.471535,73.853566
SUP69470,Tech Works,Thermal Paste,High-Performance CPU Thermal Compound Paste 4g Syringe,191.27,Hyderabad,17.34063,78.448582
SUP87832,Swift Suppliers,SATA Cable,SATA III 6Gbps Data Cable 50cm Right Angle Connector,230.39,Rajkot,22.265653,70.817121
SUP30585,Apex Distributors,Mouse Gaming,Gaming Mouse 6400 DPI Optical RGB 7-Button Programmable,943.79,Rajkot,22.328504,70.810537
SUP62743,Elite Parts,Motherboard B550,AMD B550 ATX Motherboard AM4 Socket PCIe 4.0,9623.91,Patna,25.640317,85.125087
SUP44993,Micro Hub,Motherboard B660M,Intel B660M DDR4 Micro-ATX Motherboard LGA1700 Socket,8169.13,Bengaluru,12.950171,77.63146
SUP82350,Micro Distributors,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,6424.82,Rajkot,22.27626,70.848522
SUP46655,Sigma Works,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,13191.52,Noida,28.486715,77.437988
SUP91927,Nexus Depot,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,2196,Rajkot,22.258216,70.841314
SUP97580,Core Systems,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,948.6,Bhubaneswar,20.29887,85.873796
SUP39256,Indo Works,RAM DDR4 16GB,16GB DDR4 3200MHz DIMM Desktop Memory Module,3267.77,Mumbai,19.03338,72.883085
SUP42951,Apex Traders,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,964.14,Gurugram,28.50643,77.02891
SUP64377,Cyber Systems,Thermal Paste,High-Performance CPU Thermal Compound Paste 4g Syringe,200.03,Agra,27.18964,78.027675
SUP34890,Elite Enterprises,CPU Cooler 120mm,120mm Tower CPU Air Cooler with PWM Fan and Heat Pipes,1804.62,Surat,21.165654,72.843856
SUP27342,Nexus Hub,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,5381.7,Ahmedabad,23.030931,72.611516
SUP70332,Nova Suppliers,"HDD 2TB 3.5""",2TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,7010.06,Bhopal,23.214445,77.390696
SUP25118,Star Distributors,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,4546.13,Visakhapatnam,17.731841,83.257526
SUP18834,Digital Mart,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,10575.43,Ahmedabad,23.018066,72.583413
SUP80798,Micro Distributors,Motherboard B550,AMD B550 ATX Motherboard AM4 Socket PCIe 4.0,10638.65,Agra,27.154438,77.976912
SUP21226,Swift Mart,Laptop Battery 4400mAh,Generic Replacement Laptop Battery 14.4V 4400mAh Li-ion,1396.91,Pune,18.51677,73.842035
SUP55745,Micro Zone,WiFi Card PCIe,PCIe WiFi 6 AX3000 Dual-Band Wireless Network Adapter Bluetooth 5.2,2860.2,Kanpur,26.458266,80.289673
SUP12260,Micro Suppliers,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,412.2,Noida,28.582939,77.439621
SUP29555,Nexus Suppliers,RAM DDR5 16GB,16GB DDR5 4800MHz DIMM Next-Gen Memory Module,7542.68,Nashik,20.017316,73.79341
SUP81200,Elite Hub,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,157.31,Kanpur,26.430853,80.36328
SUP56507,Star Systems,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,3343.94,Noida,28.553973,77.357262
SUP80008,Tech Zone,Fan 140mm Case,140mm Silent Case Fan PWM 4-Pin 1200RPM High Airflow,1655.74,Thiruvananthapuram,8.565193,76.968854
SUP44179,Prime Depot,RAM DDR5 16GB,16GB DDR5 4800MHz DIMM Next-Gen Memory Module,6409.2,Lucknow,26.89168,80.968772
SUP44179,Prime Depot,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,1589.86,Lucknow,26.858042,80.938024
SUP97747,Global Hub,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,3546.83,Chandigarh,30.776573,76.816006
SUP38746,Indo Parts,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,6992.86,Hyderabad,17.339522,78.439337
SUP71694,Apex Enterprises,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,9209.55,Bhopal,23.247546,77.443655
SUP46211,Orbit Solutions,RAM DDR5 16GB,16GB DDR5 4800MHz DIMM Next-Gen Memory Module,6262.38,Noida,28.584228,77.356042
SUP79615,Smart Solutions,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,6951.05,Surat,21.179613,72.819189
SUP50687,Apex Tech,PSU 550W,550W 80 Plus Bronze Certified ATX Power Supply Unit,3609.86,Vadodara,22.354191,73.215412
SUP81582,Sigma Zone,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,10141.85,Kochi,9.965033,76.264169
SUP11658,Cyber Mart,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,2663.85,Bhubaneswar,20.287582,85.801841
SUP94259,Inno Distributors,Thermal Paste,High-Performance CPU Thermal Compound Paste 4g Syringe,550.27,Chennai,13.038338,80.307172
SUP92213,Apex Traders,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,22068.44,Guwahati,26.17579,91.786172
SUP24662,Nova Zone,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,1595.54,Pune,18.570064,73.862243
SUP35928,Cyber Traders,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,8304.02,Rajkot,22.330799,70.846677
SUP35995,Micro Hub,SSD 1TB NVMe,1TB M.2 NVMe PCIe Gen4 Solid State Drive,8583.64,Guwahati,26.179465,91.710935
SUP42951,Apex Traders,Optical Drive DVD,Internal SATA DVD-RW Optical Drive 24x Read/Write,1223.14,Gurugram,28.454554,76.989516
SUP51347,Core Suppliers,CPU Cooler 240mm AIO,240mm All-in-One Liquid CPU Cooler with ARGB Fans,7304.6,Chennai,13.128105,80.281317
SUP86569,Swift Parts,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,730.6,Surat,21.143064,72.84827
SUP19071,Orbit Tech,SATA Cable,SATA III 6Gbps Data Cable 50cm Right Angle Connector,139.76,Pune,18.532213,73.842516
SUP19116,Digital Depot,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,4651.98,Delhi,28.575256,77.226157
SUP99399,Apex Depot,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,5940.08,Indore,22.721631,75.884932
SUP65392,Rapid Suppliers,Laptop Battery 4400mAh,Generic Replacement Laptop Battery 14.4V 4400mAh Li-ion,2666.28,Delhi,28.615916,77.244218
SUP27601,Star Traders,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,455.73,Kanpur,26.455091,80.337994
SUP23434,Orbit Traders,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,706.85,Mumbai,19.113665,72.868048
SUP71694,Apex Enterprises,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,13336.17,Bhopal,23.223302,77.365478
SUP70910,Nexus Hub,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,10172.9,Bhubaneswar,20.321614,85.836531
SUP92544,Nexus Enterprises,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,392.06,Coimbatore,11.037208,76.927096
SUP19099,Star Systems,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,10663.64,Bhopal,23.223537,77.364054
SUP93886,Orbit Enterprises,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,15647.3,Bengaluru,12.956659,77.603592
SUP10464,Rapid Tech,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,2557.38,Nagpur,21.135024,79.081947
SUP40021,Digital Tech,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,233.72,Chennai,13.123116,80.255526
SUP26683,Prime Components,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,470.66,Patna,25.595499,85.165965
SUP78386,Star Hub,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,5508.23,Bhubaneswar,20.285754,85.836709
SUP45614,Rapid Systems,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,2349.66,Agra,27.212936,78.053052
SUP55309,Rapid Components,"HDD 2TB 3.5""",2TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,4907.19,Visakhapatnam,17.651507,83.261159
SUP42087,Smart Electronics,CPU AMD Ryzen 7 5800X,AMD Ryzen 7 5800X 8-Core 16-Thread Desktop Processor AM4 Socket,29189.43,Bengaluru,12.970812,77.570424
SUP70332,Nova Suppliers,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,2444.85,Bhopal,23.255814,77.460603
SUP94607,Elite Electronics,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,3792.23,Lucknow,26.845962,80.929075
SUP32241,Micro Suppliers,CPU Cooler 120mm,120mm Tower CPU Air Cooler with PWM Fan and Heat Pipes,3628.41,Vadodara,22.32054,73.155215
SUP39389,Micro Tech,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,11052.53,Chandigarh,30.690886,76.742288
SUP84341,Rapid Enterprises,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,14183.68,Chennai,13.045505,80.23589
SUP25118,Star Distributors,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,11324.13,Visakhapatnam,17.650683,83.232587
SUP96951,Global Zone,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,477.86,Kanpur,26.418088,80.316467
SUP64548,Sigma Hub,SSD 512GB SATA,512GB 2.5-inch SATA III Solid State Drive,3927.87,Mysuru,12.335479,76.636796
SUP97747,Global Hub,WiFi Card PCIe,PCIe WiFi 6 AX3000 Dual-Band Wireless Network Adapter Bluetooth 5.2,2526.99,Chandigarh,30.750056,76.746632
SUP64040,Tech Distributors,SSD 512GB SATA,512GB 2.5-inch SATA III Solid State Drive,3375.98,Indore,22.688829,75.811787
SUP78522,Rapid Zone,SATA Cable,SATA III 6Gbps Data Cable 50cm Right Angle Connector,159.19,Lucknow,26.813594,80.924059
SUP62743,Elite Parts,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,17389.8,Patna,25.561801,85.09647
SUP21359,Star Zone,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,4763.36,Bhubaneswar,20.258164,85.820578
SUP57472,Inno Works,Thermal Paste,High-Performance CPU Thermal Compound Paste 4g Syringe,376.29,Bhubaneswar,20.266733,85.810927
SUP85243,Elite Electronics,"HDD 2TB 3.5""",2TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,6054.31,Nashik,19.997842,73.808839
SUP82845,Swift Distributors,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,12613.3,Surat,21.124131,72.861041
SUP95426,Digital Tech,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,5816.19,Chandigarh,30.74609,76.737576
SUP97410,Cyber Systems,SSD 1TB NVMe,1TB M.2 NVMe PCIe Gen4 Solid State Drive,7503.63,Patna,25.631458,85.179687
SUP38906,Swift Enterprises,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,16125.11,Kochi,9.887308,76.244988
SUP64377,Cyber Systems,SSD 1TB NVMe,1TB M.2 NVMe PCIe Gen4 Solid State Drive,9015.44,Agra,27.20732,78.032926
SUP41571,Nexus Traders,Fan 140mm Case,140mm Silent Case Fan PWM 4-Pin 1200RPM High Airflow,900.45,Pune,18.488852,73.827635
SUP65255,Star Mart,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,1392.2,Thiruvananthapuram,8.511147,76.935052
SUP64948,Nexus Hub,RAM DDR4 16GB,16GB DDR4 3200MHz DIMM Desktop Memory Module,2743.67,Lucknow,26.858525,80.933091
SUP38906,Swift Enterprises,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,2421.62,Kochi,9.927453,76.292047
SUP83060,Apex Zone,RAM Laptop 8GB,8GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,2458.49,Coimbatore,10.970468,76.931044
SUP89457,Zenith Traders,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,3913.3,Visakhapatnam,17.708135,83.258021
SUP55309,Rapid Components,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,1490.36,Visakhapatnam,17.687968,83.221711
SUP70332,Nova Suppliers,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,807.84,Bhopal,23.220617,77.407341
SUP94080,Zenith Components,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,964.44,Bhopal,23.263162,77.386847
SUP44179,Prime Depot,CPU Cooler 240mm AIO,240mm All-in-One Liquid CPU Cooler with ARGB Fans,8307.43,Lucknow,26.823624,80.933928
SUP94607,Elite Electronics,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,3088.45,Lucknow,26.798707,80.928408
SUP27601,Star Traders,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,463.71,Kanpur,26.421045,80.31465
SUP71953,Apex Tech,"HDD 2TB 3.5""",2TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,5302.42,Ahmedabad,22.984476,72.610453
SUP18834,Digital Mart,"HDD 1TB 3.5""",1TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,2601.21,Ahmedabad,23.031859,72.58931
SUP24663,Micro Zone,Mouse Gaming,Gaming Mouse 6400 DPI Optical RGB 7-Button Programmable,1470.33,Nagpur,21.174717,79.088044
SUP34164,Digital Suppliers,CPU Cooler 240mm AIO,240mm All-in-One Liquid CPU Cooler with ARGB Fans,8668.76,Nashik,19.956192,73.793511
SUP59192,Core Works,GPU NVIDIA GTX 1650,NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics Card PCIe,16578.73,Guwahati,26.153184,91.760744
SUP67154,Tech Parts,PCIe Riser Card,PCIe x16 to x1 Riser Extension Cable 20cm Flexible,1103.26,Visakhapatnam,17.679966,83.181258
SUP25118,Star Distributors,SSD 1TB NVMe,1TB M.2 NVMe PCIe Gen4 Solid State Drive,11671.4,Visakhapatnam,17.665178,83.204808
SUP97153,Core Depot,Motherboard B550,AMD B550 ATX Motherboard AM4 Socket PCIe 4.0,8683.29,Patna,25.608692,85.144678
SUP76307,Star Distributors,SSD 256GB SATA,256GB 2.5-inch SATA III Solid State Drive,2278.31,Kanpur,26.43551,80.380552
SUP18161,Prime Mart,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,1600,Agra,27.187277,77.981823
SUP66346,Nexus Hub,"HDD 1TB 3.5""",1TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,3361.86,Vadodara,22.267378,73.146486
SUP68028,Elite Mart,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,802.36,Mysuru,12.270396,76.605468
SUP10464,Rapid Tech,RAM DDR5 16GB,16GB DDR5 4800MHz DIMM Next-Gen Memory Module,6602.33,Nagpur,21.114457,79.06671
SUP70901,Zenith Parts,GPU NVIDIA GTX 1650,NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics Card PCIe,14175.14,Coimbatore,10.984137,76.995477
SUP69638,Elite Components,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,24051.07,Surat,21.128223,72.833551
SUP21359,Star Zone,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,8388.59,Bhubaneswar,20.28714,85.872738
SUP18161,Prime Mart,RAM Laptop 8GB,8GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,1678.22,Agra,27.137904,77.997886
SUP44718,Indo Enterprises,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,12769.38,Chennai,13.129647,80.307251
SUP23104,Micro Parts,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,12529.79,Lucknow,26.878407,80.92199
SUP82603,Apex Hub,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1281.66,Kolkata,22.539689,88.380764
SUP10851,Smart Works,RAM DDR5 16GB,16GB DDR5 4800MHz DIMM Next-Gen Memory Module,5548.15,Delhi,28.656838,77.214676
SUP70068,Sigma Hub,WiFi Card PCIe,PCIe WiFi 6 AX3000 Dual-Band Wireless Network Adapter Bluetooth 5.2,2642.47,Lucknow,26.853861,80.924198
